wid,user_name,user_id,gender,publish_time,text,like_count,comment_count,forward_count
4910445993134255,瑞思不想拜,6080253460,f,2023-06-08 19:50:19,#高考# 监考老师很温柔，考场环境很好，要纸给纸，要水给水，我很喜欢，明年还会再来,0,1,0
4910445759045213,平安达州,3443851640,m,2023-06-08 19:49:23,别样考场，不同坚守，祝愿所有考生乘风破浪，金榜题名！#2023达警护航中高考##高考第二天##高考# 平安达州的微博视频,2,1,0
4910445745938623,墨绿Chloe,3847381347,f,2023-06-08 19:49:20,#高考# 一眨眼离我都那么遥远了，祝大家怎样都可以，一次考试不代表一辈子的，打工狗只想经济自由早点退休@酷狗概念版,0,0,0
4910445721297222,禹州市融媒体中心,7576657188,f,2023-06-08 19:49:14,#高考# 高考后你最想做什么？ 禹州市融媒体中心的微博视频,0,0,0
4910445627966896,云南交警,1971895397,m,2023-06-08 19:48:52,"【你尽管去乘风破浪，我为你全力护航】
#高考##护航高考交警同行# 没有人不重视高考，但总有几个犯迷糊的小可爱，忘带证件 ，紧张跑错考场，错过统一接送车辆，遗落证件……不过，别怕，清晨匆忙时、风雨中，我们一直都在，“你尽管去乘风破浪，我为你全力护航”。@公安部交通管理局 @云南警方 @云南发布 云南交警的微博视频",1,0,0
4910445578684962,纸鸟的迁徙,6121095923,f,2023-06-08 19:48:40,#高考#别报跟化学有关的专业，别报跟化学有关的专业！！！！快跑！！期末好痛苦，一点都不会！快跑！,0,0,0
4910445545394707,五月天的小朋友天天开心,3898896089,f,2023-06-08 19:48:32,一年又一年 #高考#,0,1,0
4910445179705398,几米儿_,5399614168,f,2023-06-08 19:47:05,#高考# 悟已往之不谏，知来者之可追,1,0,0
4910445141430277,人于丷土也,5334797763,m,2023-06-08 19:46:56,开心开心极了，结课快乐🙏🤓 #高考##开心一刻#,0,0,0
4910372718903347,老阿姨在看着你,1729724227,f,2023-06-08 14:59:08,#高考# 狗狗勇闯考场被拖出来，我好像是第一次见。,3234,31,474
4910445066980521,小兵从军,2403459594,m,2023-06-08 19:46:38,转眼高考第二天就结束了，明天最后一天 美丽东山岛#高考##高考第二天# 漳州·东山岛,1,0,0
4910419233475295,南栀-O-,5276890146,f,2023-06-08 18:03:59,23年全国乙卷 语文 德贵与牛与犁的爱恨情仇 数学 披着羊皮的狼 文综 去夏威夷吸二氧化碳 英语 看不懂的摄影 #全国乙卷##高考#,146,14,2
4910444907858113,绿色蒲江,1937998434,m,2023-06-08 19:46:00,#高考#【热泪盈眶！#女高毕业生围抱张桂梅的画面看哭了#】7日晚，华坪女高的高三毕业生结束晚自习回到宿舍，她们把物品放下后突然就冲了出来，紧紧抱着张老师。有女生怕张老师身体承受不住，提醒同学们“抱轻一点”。8日，当地高考将会结束，她们也将离校，她们或许知道，这可能是最后一次能再抱抱张老师了。新华社的微博视频,0,1,0
4910444852544576,蜜蜂蜂蜂蜂蜜,6161021269,f,2023-06-08 19:45:47,今天此篇献给我的高中时代#高考#,4,4,1
4910444831312870,考研Neko酱,6858194286,f,2023-06-08 19:45:42,考研来自上天的肯定，能见到的人会超级幸运。#考研##高考# 考研Neko酱的微博视频,2,0,0
4910444819255900,博论之,5285385898,m,2023-06-08 19:45:39,讯飞星火大模型勉强算是学渣里的学霸了#高考#,0,1,0
4910444907858113,绿色蒲江,1937998434,m,2023-06-08 19:46:00,#高考#【热泪盈眶！#女高毕业生围抱张桂梅的画面看哭了#】7日晚，华坪女高的高三毕业生结束晚自习回到宿舍，她们把物品放下后突然就冲了出来，紧紧抱着张老师。有女生怕张老师身体承受不住，提醒同学们“抱轻一点”。8日，当地高考将会结束，她们也将离校，她们或许知道，这可能是最后一次能再抱抱张老师了。新华社的微博视频,0,1,0
4910444852544576,蜜蜂蜂蜂蜂蜜,6161021269,f,2023-06-08 19:45:47,今天此篇献给我的高中时代#高考#,4,4,1
4910444831312870,考研Neko酱,6858194286,f,2023-06-08 19:45:42,考研来自上天的肯定，能见到的人会超级幸运。#考研##高考# 考研Neko酱的微博视频,2,0,0
4910444819255900,博论之,5285385898,m,2023-06-08 19:45:39,讯飞星火大模型勉强算是学渣里的学霸了#高考#,0,1,0
4910444777835157,河南省教育网,3500593277,m,2023-06-08 19:45:29,"【#河南6月26日开始填报高考志愿#】#高考英语##高考# 今天2023年高考结束，据河南省教育厅发布通知，河南考生将于6月26日开始进行网上填报志愿，分三次进行。
（1）6月26日8:00—28日18:00。填报：军队招飞、本科提前批（公安、司法专科随该批）、国家专项计划本科批、艺术本科提前批、对口招生（本、专科）志愿；
（2）6月30日8:00—7月2日18:00。填报：艺术本科 A 段、艺术本科B段、特殊类型招生、本科一批、地方专项计划本科批、本科二批志愿；
（3）7月4日8:00—6日18:00。填报：专科提前批和高职高专批志愿。",12,0,1
4910444668260338,sayyestokeolwon,6926704670,f,2023-06-08 19:45:03,前路漫漫亦灿烂#高考#,1,1,0
4910444650955095,邹Sir__,3958069672,m,2023-06-08 19:44:58,光。 #高考# 兰州·春台手抓(兰州总店),0,1,0
4910444647816642,STANXXb,6351113907,f,2023-06-08 19:44:58,李华 这是姐最后一次帮你写信了 你六年来没有一封信是自己写的 不会说英语就不要交那么多外国朋友 求求你了#高考英语作文又有李华##高考#,4,1,0
4910444626051896,yiyiyib吗,2872796211,f,2023-06-08 19:44:52,又一年高考结束了，都快想不起来那天下午我是什么心情了，一年又一年，时间过的真快，2018都已经是五年前的事了#高考##还记得你高考那天吗#,2,1,0
4910444579917251,白白敬敬,6522197531,f,2023-06-08 19:44:42,#高考#把时间倒回2020年高考的那个夏天，仔细回想起来，记得最清楚的不是分数、排名，也不是当年的作文题，更多的是十七八岁明晃晃的青春,0,0,0
4910444647816642,STANXXb,6351113907,f,2023-06-08 19:44:58,李华 这是姐最后一次帮你写信了 你六年来没有一封信是自己写的 不会说英语就不要交那么多外国朋友 求求你了#高考英语作文又有李华##高考#,4,1,0
4910444626051896,yiyiyib吗,2872796211,f,2023-06-08 19:44:52,又一年高考结束了，都快想不起来那天下午我是什么心情了，一年又一年，时间过的真快，2018都已经是五年前的事了#高考##还记得你高考那天吗#,2,1,0
4910444579917251,白白敬敬,6522197531,f,2023-06-08 19:44:42,#高考#把时间倒回2020年高考的那个夏天，仔细回想起来，记得最清楚的不是分数、排名，也不是当年的作文题，更多的是十七八岁明晃晃的青春,0,0,0
4910444575459409,奇怪有木,5231991903,f,2023-06-08 19:44:41,#高考# 我印象里，每年高考这几天总是格外热，好像只有炽热的天气和强烈的阳光，才能让人记住这个特别的日子。虽然已经是6年前，但过往的记忆在这几天分外清晰，那一年不管是汗水还是泪水，都有发生。,0,1,0
4910444353165870,星河引路人,5368766271,m,2023-06-08 19:43:48,#高考# 祝所有的学子，都能金榜题名～老天，不会辜负每一个努力的人～,0,0,0
4910444319607555,感冒病人梦见顽固友人,5331389788,f,2023-06-08 19:43:40,#高考#全网都在为考生送祝福，但是没有一个人提到监考老师的辛苦，周末补课已经连轴转3周没放过假了，这两天每天早上7.40到下午5点都是在站立中度过的……,0,7,0
4910444315675509,姜虎东的A4腰,6605419307,f,2023-06-08 19:43:39,#高考##校园##毕业季# 大学生该出来干活了，你们觉得难度如何 姜虎东的A4腰的微博视频,0,0,0
4910444206884517,一盆好困鱼_,7268620948,f,2023-06-08 19:43:13,#高考#高考后的天 自古道：“吉人自有天相。”,1,0,0
4910444097309254,iYa_304,7765710537,f,2023-06-08 19:42:47,#高考# 祝愿所有的高考生都有一个好的成绩，加油！,0,1,0
4910444064803335,慕紫超乖的,6638989132,f,2023-06-08 19:42:39,#高考# 倒计时365天,3,5,0
4910444064803335,慕紫超乖的,6638989132,f,2023-06-08 19:42:39,#高考# 倒计时365天,3,5,0
4910444018666037,WAmadeus-Z,6090790511,m,2023-06-08 19:42:28,#高考##毕业季# 一想到高中和本科毕业的那段时光就好难过....最近的快乐都与我无关，再也不会拥有快乐了,0,1,0
4910443921675444,坤坤时光机,6206508260,f,2023-06-08 19:42:05,简单是比去年简单点，但是对优等生来说优势太大了，肯定拉分很大#高考##高考第一天完美结束考生说比去年简单##高考加油#,0,1,0
4910443901227003,搞笑女天堂,6042105218,m,2023-06-08 19:42:00,#高考第二天##高考# 2023高考突发事件，主打一个……,1,0,0
4910443901223589,兰州微播,5649170494,m,2023-06-08 19:42:00,【“一举夺魁”“放青松”！#大学生考点摆摊卖9.85与21.1元花束#】#高考#6月7日，陕西西安。西安市第八十五中学考点外，几位大学生摆摊售卖“一举夺魁”和“放青松”花束吸引不少围观群众。摆摊学生介绍，我们去年刚高考完，今年来给学弟学妹们送祝福，希望他们高考加油，也希望大家都能有个好心情。向日葵花束9.85元，“放青松”花束是29.85元，两种花束一起买分别是9.85元和21.1元，寓意“985”和“211”大学。 白鹿视频的微博视频,0,0,0
4910443732669688,阿婧婧婧婧婧哟,5850162337,f,2023-06-08 19:41:20,现在的孩子好幸福 被温柔对待着 最后一场考试结束时 好多家长抱着花在学校门口接孩子 十年寒窗今天一切都有答案 想想自己参加高考已经是五年前的事情了 不管成绩好坏 努力过就不后悔#高考#,0,0,0
4910443690986911,今夜月光正亮,5379116452,f,2023-06-08 19:41:10,#高考# 拍到的祝福送给微博的高考生，毕竟高考了还能刷微博你也是真的需要祝福,0,1,0
4910443653505524,齐齐哈尔新闻网,2375104471,m,2023-06-08 19:41:01,"齐齐哈尔【#高考# 我！考！完！了！】伴随着铃声响起，考生们收笔入“鞘”，2023年高考顺利落下帷幕，我市的26668名考生完成了人生的第一次“大考”。

走出考场的考生们
满身轻松、青春昂扬、自信满满
奔跑着与亲人合影拥抱
此时此刻
鲜花与掌声都是最好的礼物

一声声高呼
“我考完了”
孩子们将压力与紧张
全部释放

一句句“不管结果怎样
都要恭喜你！”
道出了父母、亲友
最真挚的祝福#家长考场外默默祈祷孩子高考顺利#

教室里的寒窗苦读
考场上的奋笔疾书
每个考生的背后
都有一个家庭在深深牵挂
考场外一幕幕动人的景象
成为这个夏天最深情的底色
定格在学子们青春的记忆

这是一段
全力以赴、为之拼搏的青春故事
未来已来
一个崭新的开始
一段希望的征程

愿每一位考生都能
不负韶华 / 梦想成真

看齐记者 | 胡文妍 李而宁 孙杨我！考！完！了！

来源：看齐公众号",0,0,0
4910443595040403,追综VIP用户,6179910427,m,2023-06-08 19:40:47,#高考第二天##高考##高考英语# 高考第二天一早南昌突降大暴雨，哈姐手提5斤猪肉紧急开播，“猪”大家金榜题名！ 追综VIP用户的微博视频,4,0,0
4910443561491361,dgjkfdrujvv,5568980180,m,2023-06-08 19:40:39,#高考# 真奇葩 同在一个国家，高考的政策都不一样，高考试卷和高考时间竟然也都不一样，真奇葩 真无语,0,1,0
4910443561491361,dgjkfdrujvv,5568980180,m,2023-06-08 19:40:39,#高考# 真奇葩 同在一个国家，高考的政策都不一样，高考试卷和高考时间竟然也都不一样，真奇葩 真无语,0,1,0
4910443552314760,星闻大放送,6183820910,f,2023-06-08 19:40:37,#高考第二天##高考##高考英语# 爸爸送考江西，车却开到了湖南：“太紧张，开错路了，走反了方向。”最终在收费站工作人员帮助下到学校 星闻大放送的微博视频,4,1,0
4910443460302453,Li姓某女要减肥,6017086917,f,2023-06-08 19:40:15,#高考#怎么办啊，新高考一卷作文题写了好故事坏故事，写我们要传播好故事抵制坏故事并从根本上遏制坏故事产生，这算偏题吗，真的好害怕,0,1,0
4910443413378129,毛毛捡球,6537369931,f,2023-06-08 19:40:04,我是一个爱讲故事的湖南女工 我在上海厚纱工作 每天工作12小时 每个月8块钱 每天都有藜麦吃 我的日常就是和工友喝了点葡萄酒后探讨白居易和柳宗元对唐朝税制的态度……所以上海厚纱厂还招人吗#高考#,0,2,0
4910443338141889,小周今天发微博了8,5896096833,f,2023-06-08 19:39:46,什么时候出答案呀#全国乙卷##高考#,0,4,0
4910443329750672,会wink的小香猪,7305430518,f,2023-06-08 19:39:44,薛之谦薛之谦40岁大寿过在了衡阳，这比今天下午做的乙卷英语都让我难受#薛之谦巡演衡阳站青岛站官宣##高考#,4,1,0
4910443216770745,今天不想洗头哩,6026688800,f,2023-06-08 19:39:17,"接受的祝福太多我真的无能为力
高考可能就是我高中三年最不行的那一次
我没天赋我选择努力
努力到无能为力
但成绩会辜负我
我会辜负祝福我的人
...
所有幻想所有欢笑
瞬间破灭
我没办法无动于衷
也无法奋起直追
就像曾写下的阳光终究照不到石头缝里
我去不了我想去的地方
这就是青春
这就是高考
三年...#高考#",1,3,0
4910443208905813,1007星球清洁工,7285159066,f,2023-06-08 19:39:15,#高考##高考加油# 24届纯文准高三 目前400分不到徘徊 还有机会考上公办二本么 语文一般 数学稳定60左右 英语100～110 史政地都很一般还有一年不到 尊滴慌,0,1,0
4910443182686935,顾顾顾升儿,6429111232,f,2023-06-08 19:39:08,"怎么能不去怀念，那时候每天只朝一个方向去努力，所有人都在一起加油。最美好的夕阳只在高中，高中的饭真的很好吃，可能是因为青春的味道才去怀念，高中的朋友真的很好，高中的一切现在都值得去怀念，那是再也无法回去的美好时光。
上了一年大学，每天都在无所事事，现在又到高考日，回想起上一年的我，感觉现在不努力的我都配不上上年拼尽全力的自己，虽然考的学校并不是自己梦寐以求的，但也还是要为未来去努力，希望期末不挂科#高考#",2,0,0
4910426842470361,千里征东薛仁贵,7738826707,m,2023-06-08 18:34:13,#高考##高考物理# 好，很有精神。祝你高考每科分数都在114分以上，早日进入514大学！,18,4,5
4910410857189378,江西消防,1986679210,m,2023-06-08 17:30:42,#高考##高考第二天# 长风破浪会有时，直挂云帆济沧海！愿广大学子鲲鹏之志，挥毫纸间，一跃龙门，得偿所愿。#高考英语# 江西消防的微博视频,38,11,8
4910442772696753,没名称的树,3510933891,m,2023-06-08 19:37:31,我距高考已时隔八年，#高考# 其实不重要的，高考不是人生的起点，高考后的人生还有很多事情更需要自己学会独自经历，高考后也还会有很多事情依旧可以打败自己。,5,3,0
4910442759066678,夏zora,2617447703,f,2023-06-08 19:37:28,#高考# 考完了吧，快乐的三个月希望大家离水，离海远一点,0,1,0
4910442726556747,澄城法院,3901958391,m,2023-06-08 19:37:19,【#考生第1天走错考场第2天没赶上公交# 民警连续两天送考】6月8日，广东佛山，考生第一天走错考场第二天没赶上公交，民警连续两天送考：怪不得看着有点眼熟。（河南新闻广播）#高考# 河南新闻广播的微博视频,0,0,0
4910442705848734,小婷常在1990,3662884501,f,2023-06-08 19:37:15,今日份北京的云！是仙鹤吧？！高考加油！#高考加油##高考# 北京,1,0,0
4910302049339621,返朴,7006367380,f,2023-06-08 10:18:20,化学与生物、材料、环境并称四大天坑专业，化学专业真的那么坑吗？生活中处处离不开化学，在化学家眼中，这似乎应该是“天使专业”。本文就从护肤角度来看看，化学如何让你如何拥有“天使面庞”。#这些护肤概念都是啥##微博公开课##高考# 化学：“天坑专业”，还是“天使专业”？（一）,86,12,27
4910442645815892,成都科技,3149831401,m,2023-06-08 19:37:00,【哪一刻让你觉得读书特别有用？】#高考# 这里有一个目前飞行高度约为400公里的答案名叫“桂海潮”。6岁时躺在山坡放牛牧星的孩子，36岁时真的去天上摘星星了。他说“我无比确定，#读书真的可以改变命运# ”。少年们，请加油！#高考历史#（来源：人民日报）成都发布的微博视频,0,1,0
4910286680622642,柳州共青团,1893369911,m,2023-06-08 09:17:16,#早安龙城# 人间一趟，积极向上 大家早安啦 #高考##高考数学#,173,0,0
4910282336371260,旺仔俱乐部,3165357381,m,2023-06-08 09:00:00,今天是#高考# 第二天，绿罐旺仔牛奶祝你一路绿灯！,137,20,5
4910442599943580,美丽开远,1797237782,f,2023-06-08 19:36:50,【#民警为考生撑起雨伞家长为民警撑伞# 】云南省曲靖市一#高考# 考点双向奔赴的画面，民警辅警为未带伞的同学撑伞，家长为考点执勤民警辅警撑伞。这个夏天，是双向奔赴，更是热烈的爱！#聚焦云南高考# （云南省公安厅）云南警方的微博视频,0,0,0
4910442482764746,丸加鱼,5253553397,f,2023-06-08 19:36:22,#高考# 高中的时候老师总说高考是个起点而不是终点，那时候我不信，总觉得一场考试就可以定义自己今后的人生。 现在回首，才发现高考真的只是一个新起点，而从今往后想要成为什么样的人、走什么道路都由你自己决定,5,1,0
4910097513844765,绵阳交警直属四大队,1909319983,m,2023-06-07 20:45:35,#高考陪考老师的心理压力有多大# 【考生洒脱入场，#陪考老师直言我比学生紧张# 】#高考# 6月7日，辽宁沈阳。沈阳124中学语文老师任峰霄不停地为学生加油鼓劲，为了让学生们自信地完成考试，他表现出轻松的状态。任峰霄告诉记者，“带到第三届考生的时候，最紧张的是我，学生反倒相对轻松一些。”他表示，家长和学校越来越多的重视考生心里状态，因此会给考生安排各项解压活动。“另一方面，现在的学生见识越来越广，抗挫能力自然更强了。”济南时报的微博视频,65,83,1
4910442331246450,澄城法院,3901958391,m,2023-06-08 19:35:46,"#考生安心赴考我们正在护航#【#江西鹰潭警用无人机出战护航高考#】为维护考场环境，营造良好高考氛围，6月7日高考首日，江西省鹰潭市公安局启用警用无人机对信江新区鹰潭市第一中学考点开展空中巡逻，为考生护航。
当天，无人机驾驶员充分利用无人机方便、快捷、视野大的特点，联合现场执勤人员开展地空联勤联动，配合地面勤务、巡逻、交通引导等工作展开空中督察，对考点及周边区域开展全覆盖“高空巡逻”。同时使用便携式无人机反制枪，对扰乱高考秩序的“黑飞”无人机进行反制。
据了解，此次警用无人机在考场周边巡检时，先后发现两架次黑飞无人机出现在考场周边，无人机驾驶员立即使用便携无人机反制枪进行反制，迫使其返航，消除了安全隐患，极大提升考点的巡逻防控效能，为考生营造良好考试环境，做到“空地”一体全方位护航高考。#高考#（全媒体记者 周孝清 通讯员 朱敏）",0,0,0
4910418876961860,宝藏男友聚集地,6085757649,f,2023-06-08 18:02:34,#高考# #高考英语# #高考第二天# 河南高考理综题目难吗？考生：不难，就是我不会而已。 宝藏男友聚集地的微博视频,30,1,0
4910442068316865,山西云媒体,3891991160,m,2023-06-08 19:34:43,"#高考#结束，美食庆祝！火锅不解馋，烧烤来相凑。不论是涮锅、烧烤、小炒，都少不了鲜味十足的菌类，来刺激我们的味蕾。这里面自然少不了风味浓郁的羊肚菌啦！#山西#运城市垣曲县皋落村种植的羊肚菌，鲜味十足，营养丰富，不是羊肚，胜似羊肚！
作为世界四大野生名菌之首，羊肚菌吃上一次，难忘一辈子。高质量的食材，本身就是一种#美食#",0,1,0
4910442021653708,AAA烤肉拌饭刘总,6493379109,f,2023-06-08 19:34:32,#高考英语##高考# 满脑子tasty～不愧是福袋子,6,1,0
4910441945370541,啵贤baek_hyun,7481996421,f,2023-06-08 19:34:14,#高考#结束啦,0,0,0
4910441848902781,演唱会开始了吗,6346366348,f,2023-06-08 19:33:51,#高考# 结束 感谢,0,1,0
4910321183756649,晓磊,1283431191,m,2023-06-08 11:34:22,老师押对高考语文作文题，激动的与考生拥抱，家长在旁边忍不住称赞：厉害#高考# 晓磊的微博视频,355,66,17
4910415920496883,中戏北电的帅哥们,5101328721,m,2023-06-08 17:50:48,#高考# 结束啦！同学们寒窗苦读辛苦啦！ 请师哥师姐们推荐这暑假最值得干的事情吧！ #毕业旅行# 最值得去的城市也麻烦分享哈！,113,45,1
4910441848902781,演唱会开始了吗,6346366348,f,2023-06-08 19:33:51,#高考# 结束 感谢,0,1,0
4910321183756649,晓磊,1283431191,m,2023-06-08 11:34:22,老师押对高考语文作文题，激动的与考生拥抱，家长在旁边忍不住称赞：厉害#高考# 晓磊的微博视频,355,66,17
4910441773926508,一束光阴付韶华,7184696513,f,2023-06-08 19:33:33,#高考#我考上了去年所想的大学 却没有想象的快乐,0,0,0
4910441686109952,今日俄罗斯RT,6244553417,m,2023-06-08 19:33:12,"【白学了？#外国人挑战俄罗斯中文高考#，竟发现试卷有错误？】俄罗斯国家统一考试ЕГЭ，是俄罗斯学生一生中最重要的考试，相当于中国的高考!

RT中国主持人阿丽娜、泽铭挑战俄罗斯中文高考试题，竟发现试卷有错误表述？俄罗斯中文高考也会写信给李华吗？视频内附试题，快来做做看！ #高考##高考加油# 今日俄罗斯RT的微博视频",31,6,4
4910330902480361,一号哨位,5185680075,m,2023-06-08 12:12:59,护航#高考# ，为万千学子筑起安全屏障！ （武警天津总队 贺帅、张少伟、王良）,171,26,15
4910438296847998,奶茶多放点红豆,6614542292,f,2023-06-08 19:19:44,#高考##乙卷英语快写哭了# 河南的笔能不能换一下。。。爱好的笔比德贵的犁都难用。。。,29,18,0
4910441577320896,德阳日报DY,3938811753,f,2023-06-08 19:32:46,高考不是终点，人生从来就不只一场考试。#高考##高考加油# 德阳日报DY的微博视频,1,0,0
4910441564214035,POPUFCC,5980063125,f,2023-06-08 19:32:43,#高考#别管别管！我要上一本！我才没完！我难他们也难，我才不信救我觉得难,1,0,0
4910441543242394,听闻广西卓越说,5327250206,m,2023-06-08 19:32:38,#高考# 6月7日，在融水苗族自治县中学考点，考生们考完当日最后一科后自信离开考场。6月7日上午，在全州县高级中学高考考点，考生们完成第一科语文考试后信心满怀迈出考场。6月7日，高考首日，隆安县2731名考生意气风发地迈进考场，迎接人生大考。#绿城南宁##新浪看点#,0,1,0
4910441518858786,找到我的最优解,6463882915,m,2023-06-08 19:32:31,突然就想通了 第二天结束了已经 英语是真的没在状态没发挥好 但是没看到结果我都还相信自己 或者这就是我要走过的那道坎 不怨啦 我真的只想上个本科就好了现在 切线切到我 我要在切线上 不怨了不怨了 明天还有政治和生物 黄泽烁 你还是最棒的 妈妈说无论怎样都过去了 大家都很关心我 又不敢打扰我 我都知道 对我好的人都要加倍幸福 我走的每一步都算数嘞 我还是最喜欢真实的我 永远愤世嫉俗 也有打倒再爬起来的勇气和能力 明天政治生物加油💪 相信自己 找到自己的最优解 #高考英语# #高考#,1,0,0
4910441095234743,栗子西兰花,6984415120,f,2023-06-08 19:30:51,"经历过高考后的每一年 再到高考时节 我总会想起我爸 想起他颤抖的嘴唇哈哈哈哈
2021年高考第二天中午听同学的推荐带我爸去了一家重庆小面面馆 据说味道很正宗 但是可能是太正宗了 我们去吃的时候只感受到它的麻 我只吃了一点 我爸颤抖着嘴唇消灭了两碗面 还害怕我吃不饱 问我要不要再点其他的饭吃#高考#",0,0,0
4910319048594221,白鹿视频,7575030448,m,2023-06-08 11:25:53,【#女生拒绝帮助用双膝自信进考场# 拍摄者：很佩服她的坚强自信】#高考# 6月7日，河南洛阳。女生腿脚不便拒绝帮助用双膝自信进考场。视频拍摄者王女士称，女生下半肢可能是残疾，只能用膝盖走路，周围很多安保人员想帮忙，但女生仍然坚持自己进考场大门。过了安检门后，工作人员就把她抱上轮椅推进考场了。自己看到这一幕很心疼女生，但也非常佩服她，一些正常考生会因为压力而缺考，但这位女生却走出了坚强与自信。@白鹿视频 白鹿视频的微博视频,8278,216,107
4910441048839693,禹州市融媒体中心,7576657188,f,2023-06-08 19:30:40,#高考# 愿你有前程可奔赴，又有青春可回首 禹州市融媒体中心的微博视频,0,0,0
4910440998765304,段嘉柠-Cherry-,5606780746,f,2023-06-08 19:30:27,#高考# #gc叨叨# 越相信什么，就越会发生什么。 愿各位好事💐生！ 2022网页链接 2021网页链接 2018网页链接 太原,1,0,0
4910440881066270,金山消防,5493832963,m,2023-06-08 19:30:00,【#消防员“凿井取证”助高考#】6月8日临考前，云南普洱，一名高考生不慎将身份证和准考证掉进路边排水沟内，瞬间考生和老师都慌了神。接到老师求助，正在考点执勤的5名消防救援人员立即赶到现场，合力将井盖凿开，成功将考生证件取出，该考生得以按时进入考场。#高考# @普洱消防 云南消防的微博视频,0,0,0
4910440880804456,武汉发布,2759348142,m,2023-06-08 19:30:00,#2023武汉高考#【名师评点高考作文：弘扬人生价值 抒发家国情怀】#2023武汉高考进行时# 6月7日语文高考作文题受到广泛关注，记者特邀名师对今年的作文题进行评析。#高考#武汉广播电视台的微博视频,0,0,0
4910440876606454,伊雅Yi,5999222523,f,2023-06-08 19:29:59,又一年高考结束了#高考#,0,1,0
4910440842527946,瓦房店检察,5516870815,m,2023-06-08 19:29:51,#高考#【最担心的事还是来了！考生走错考场，民警及时护送】安徽六安，高考首日，一考生走错考场。民警立刻驱车在开考之前将考生安全送到正确考场，并叮嘱考生沉着冷静，好好考试！@六安公安交警微发布 #今日说法# CCTV今日说法的微博视频,1,0,0
4910440733477018,叽里呱呱啦干脆面大人,6601303379,m,2023-06-08 19:29:25,"#高考#
刚才跟妈妈说眼睛有点痒有没有眼药水，她说她前天就买好放我桌上了。然后我有点惊到了怎么我没说她就知道了就买好了，她说她看到班主任发的信息里说备好眼药水。。我都没这么细心看刘奇发的一大段文字 我妈居然这个都记住了还特地买了，而且我自己是有眼药水的，只是不知道放哪了。还有还有，老妈特地去买了双人雨衣，说可能会下雨要准备好。结果第二天就派上用场啦！我夸夸夸她了哈哈哈哈哈她真的很细心哦- ̗̀(๑ᵔ⌔ᵔ๑)",0,1,0
4910441287651045,-FMCS,2728515451,f,2023-06-08 19:31:37,#高考# 语文你今年这样出题24届的怎么办啊——,0,1,0
4910432252333856,新浪新闻,2028810631,m,2023-06-08 18:55:43,【#高考点对面餐馆邀家长进店免费休息#】6月8日，陕西西安。西安一#高考#考点对面的餐馆玻璃窗上贴了一张字条，邀请考生家长进店免费休息，空调开放。店员赵女士称，天气炎热，家长们等待时心情焦灼，为方便考生家长休息，还提供免费的麦芹面汤，不需要买餐可以直接进店休息。高考不易，不论结果如何，都是一个很美好的经历和过程。希望大家都能有好的成绩。#高考英语# @白鹿视频 白鹿视频的微博视频,37,2,0
4910441115163441,穆兮啊啊,6522979374,f,2023-06-08 19:30:56,#高考#毕业啦 南下打工喽,0,0,0
4910441102314330,言軍,2184728493,m,2023-06-08 19:30:53,#高考# 6月7日四川峨眉，朴素的父亲手捧鲜花，迎接出考场的女儿… 言軍的微博视频,7,0,1
4910441095234743,栗子西兰花,6984415120,f,2023-06-08 19:30:51,"经历过高考后的每一年 再到高考时节 我总会想起我爸 想起他颤抖的嘴唇哈哈哈哈
2021年高考第二天中午听同学的推荐带我爸去了一家重庆小面面馆 据说味道很正宗 但是可能是太正宗了 我们去吃的时候只感受到它的麻 我只吃了一点 我爸颤抖着嘴唇消灭了两碗面 还害怕我吃不饱 问我要不要再点其他的饭吃#高考#",0,0,0
4910319048594221,白鹿视频,7575030448,m,2023-06-08 11:25:53,【#女生拒绝帮助用双膝自信进考场# 拍摄者：很佩服她的坚强自信】#高考# 6月7日，河南洛阳。女生腿脚不便拒绝帮助用双膝自信进考场。视频拍摄者王女士称，女生下半肢可能是残疾，只能用膝盖走路，周围很多安保人员想帮忙，但女生仍然坚持自己进考场大门。过了安检门后，工作人员就把她抱上轮椅推进考场了。自己看到这一幕很心疼女生，但也非常佩服她，一些正常考生会因为压力而缺考，但这位女生却走出了坚强与自信。@白鹿视频 白鹿视频的微博视频,8278,216,107
4910441048839693,禹州市融媒体中心,7576657188,f,2023-06-08 19:30:40,#高考# 愿你有前程可奔赴，又有青春可回首 禹州市融媒体中心的微博视频,0,0,0
4910440998765304,段嘉柠-Cherry-,5606780746,f,2023-06-08 19:30:27,#高考# #gc叨叨# 越相信什么，就越会发生什么。 愿各位好事💐生！ 2022网页链接 2021网页链接 2018网页链接 太原,1,0,0
4910440881066270,金山消防,5493832963,m,2023-06-08 19:30:00,【#消防员“凿井取证”助高考#】6月8日临考前，云南普洱，一名高考生不慎将身份证和准考证掉进路边排水沟内，瞬间考生和老师都慌了神。接到老师求助，正在考点执勤的5名消防救援人员立即赶到现场，合力将井盖凿开，成功将考生证件取出，该考生得以按时进入考场。#高考# @普洱消防 云南消防的微博视频,0,0,0
4910439634574777,阿杜看太行,5890705981,m,2023-06-08 19:25:03,6月8日，河南郑州。2023高考结束！弟弟穿青蛙服接姐姐出高考考场：老姐，不管你考成什么狗样，我和老爸都相信你前途无量#高考 # 邢台 阿杜看太行的微博视频,1,0,0
